Sample,Study,Disease/Tissue,TNF,MS4A1,EGFR,VEGFA,ERBB2,CTLA4,PDCD1,IL6,TNFSF11,PCSK9
GTEX-S7SE-0011-R7A-SM-2XCDI,GTEX,Brain,0.0,4.691,10.43,10.35,9.714,1.471,3.302,3.016,2.185,3.016
TCGA-VQ-A94U-01,TCGA,Stomach Adenocarcinoma,4.341,5.485,12.31,13.2,12.96,4.46,4.277,7.475,4.517,7.763
TCGA-LK-A4O0-01,TCGA,Mesothelioma,5.472,8.739,12.08,10.94,12.28,7.295,6.578,9.013,3.236,9.633
TCGA-XF-AAN1-01,TCGA,Bladder Urothelial Carcinoma,3.741,2.357,10.57,14.06,13.39,3.362,3.625,2.622,3.362,4.797
TCGA-FV-A4ZP-01,TCGA,Liver Hepatocellular Carcinoma,3.817,0.0,9.538,11.46,11.37,6.574,8.999,0.0,0.0,11.19
GTEX-ZT9W-2026-SM-51MRA,GTEX,Breast,2.182,3.383,12.34,15.51,9.073,3.383,3.383,6.711,0.0,1.124
TCGA-KN-8435-01,TCGA,Kidney Chromophobe,0.7043,3.199,11.34,14.11,12.13,2.434,0.7043,3.384,0.7043,6.518
GTEX-POMQ-2026-SM-2S1OD,GTEX,Nerve,1.812,1.812,12.36,11.4,12.8,4.311,3.621,6.279,0.0,1.812
GTEX-ZYW4-0226-SM-5E44M,GTEX,Adipose,1.241,4.228,13.24,14.24,10.4,4.119,6.248,8.104,0.0,3.399
TCGA-A6-4105-01,TCGA,Colon Adenocarcinoma,6.389,4.224,10.44,12.89,11.98,7.593,7.658,10.31,5.668,9.478
TCGA-P5-A77X-01,TCGA,Brain Lower Grade Glioma,1.262,1.262,13.69,10.73,9.914,4.631,0.765,2.169,0.0,2.56
TCGA-NC-A5HI-01,TCGA,Lung Squamous Cell Carcinoma,4.483,7.506,13.41,13.87,12.91,6.54,5.85,4.373,4.535,12.74
GTEX-QVJO-1726-SM-2S1R3,GTEX,Artery,0.0,2.882,11.63,11.78,12.02,0.0,2.882,0.0,0.0,2.882
GTEX-PWN1-1626-SM-2S1OL,GTEX,Muscle,2.031,2.842,11.51,14.07,11.0,3.359,0.0,2.842,0.0,0.0
TCGA-ZJ-AAXN-01,TCGA,Cervical & Endocervical Cancer,8.962,4.434,14.36,14.22,12.88,7.243,5.823,10.41,5.894,9.017
GTEX-ZZPT-3026-SM-5GZXH,GTEX,Brain,1.2,2.29,10.64,9.6,11.39,1.846,1.846,6.926,0.0,3.508
TCGA-BP-4781-01,TCGA,Kidney Clear Cell Carcinoma,7.791,3.2,14.71,15.91,12.19,2.436,5.156,7.379,0.0,0.0
TCGA-CV-6937-01,TCGA,Head & Neck Squamous Cell Carcinoma,6.565,2.355,13.12,11.72,12.99,5.741,5.822,4.625,6.191,9.7
TCGA-AJ-A3QS-01,TCGA,Uterine Corpus Endometrioid Carcinoma,6.144,7.483,10.7,13.06,14.93,7.385,7.684,5.081,2.476,6.184
GTEX-11I78-2126-SM-5A5K8,GTEX,Uterus,2.981,3.15,11.8,13.63,11.48,0.0,4.067,3.302,0.0,5.405
GTEX-13FH7-0626-SM-5KLZD,GTEX,Esophagus,2.746,2.746,12.56,10.78,11.78,1.715,4.18,5.185,1.715,2.746
GTEX-ZVT4-0006-SM-57WB8,GTEX,Whole Blood,7.823,11.18,5.984,15.07,9.372,7.071,8.034,6.192,0.0,5.599
GTEX-13YAN-2126-SM-5Q5C4,GTEX,Pancreas,2.136,3.484,11.78,13.6,12.18,4.026,4.169,7.281,0.0,10.51
TCGA-DD-AACS-01,TCGA,Liver Hepatocellular Carcinoma,1.725,0.0,13.72,12.43,13.15,1.725,2.156,1.106,2.156,12.64
GTEX-ZVT2-0426-SM-5E44S,GTEX,Uterus,5.029,4.368,11.91,13.06,11.63,3.575,5.797,8.858,0.0,0.0
TCGA-MT-A67F-01,TCGA,Head & Neck Squamous Cell Carcinoma,8.619,6.218,12.02,13.73,12.47,9.708,9.09,9.642,5.27,4.177
TCGA-VS-A9U6-01,TCGA,Cervical & Endocervical Cancer,8.136,5.172,13.95,14.03,13.4,6.622,7.732,6.099,7.109,11.31
TCGA-EB-A6QZ-01,TCGA,Skin Cutaneous Melanoma,4.463,2.003,8.653,12.87,12.24,2.957,2.81,5.352,0.0,2.647
GTEX-ZPCL-0326-SM-5FQSG,GTEX,Artery,5.635,7.62,11.59,10.14,12.07,4.827,5.446,4.927,2.015,2.602
TCGA-IQ-7631-01,TCGA,Head & Neck Squamous Cell Carcinoma,0.9074,0.0,13.18,14.36,12.84,2.171,2.171,3.908,7.141,9.241
TCGA-CC-A9FV-01,TCGA,Liver Hepatocellular Carcinoma,5.126,6.268,11.35,9.523,10.61,5.208,7.563,4.125,2.618,3.358
TCGA-38-4627-01,TCGA,Lung Adenocarcinoma,3.435,6.434,12.22,12.3,12.34,5.059,5.904,7.07,7.288,6.281
GTEX-WH7G-1426-SM-4LVMU,GTEX,Colon,3.342,6.703,11.86,12.18,13.27,6.107,5.932,4.69,4.168,5.585
GTEX-144FL-0326-SM-5O99O,GTEX,Muscle,1.239,2.964,12.12,13.01,11.72,1.239,1.896,7.113,0.0,1.896
TCGA-D3-A8GQ-06,TCGA,Skin Cutaneous Melanoma,3.471,1.734,4.966,8.407,9.928,6.208,5.227,7.674,11.82,0.8285
TCGA-RY-A843-01,TCGA,Brain Lower Grade Glioma,4.373,1.933,13.93,10.56,9.988,3.129,1.268,1.933,0.0,1.933
GTEX-ZXES-0005-SM-57WCB,GTEX,Whole Blood,7.504,11.95,4.414,9.046,8.099,6.941,6.362,2.958,0.0,8.638
TCGA-A8-A09R-01,TCGA,Breast Invasive Carcinoma,6.892,4.958,8.891,12.1,14.52,6.488,6.708,2.022,5.115,4.027
TCGA-DK-AA6S-01,TCGA,Bladder Urothelial Carcinoma,4.409,4.038,10.62,12.11,14.24,7.57,7.118,4.65,6.716,4.473
TCGA-V1-A9Z8-01,TCGA,Prostate Adenocarcinoma,1.84,5.402,11.62,10.51,13.12,4.253,4.492,5.557,0.0,1.444
TCGA-F4-6459-01,TCGA,Colon Adenocarcinoma,3.911,4.862,12.57,12.71,12.52,4.676,5.521,8.087,6.86,11.4
GTEX-RNOR-0011-R4A-SM-3GAD3,GTEX,Brain,2.247,1.169,11.0,11.13,10.13,1.169,1.806,4.766,1.169,2.583
GTEX-13FHO-2926-SM-5L3ES,GTEX,Brain,0.0,2.486,9.671,11.04,10.27,2.486,1.341,6.586,0.0,9.486
GTEX-ZE7O-0011-R1a-SM-57WDM,GTEX,Brain,0.0,4.968,9.663,10.64,9.582,0.0,3.212,6.832,1.909,0.0
TCGA-3S-A8YW-01,TCGA,Thymoma,3.251,6.24,10.12,10.84,13.17,6.267,7.117,8.405,7.094,4.385
GTEX-QDVJ-1926-SM-2S1PJ,GTEX,Muscle,1.493,0.0,10.77,12.99,10.66,0.0,3.332,4.818,0.0,0.0
GTEX-111FC-1426-SM-5N9C7,GTEX,Adipose,4.302,5.784,11.94,13.0,11.22,4.054,5.611,6.94,2.368,2.633
GTEX-P4PQ-0005-SM-2HMKJ,GTEX,Whole Blood,7.184,8.489,3.896,10.11,6.658,3.598,5.318,0.0,0.0,9.43
TCGA-VQ-A8PJ-01,TCGA,Stomach Adenocarcinoma,5.274,4.813,11.2,14.18,19.51,5.323,4.381,6.797,6.693,11.09
TCGA-KQ-A41S-01,TCGA,Bladder Urothelial Carcinoma,3.238,3.238,9.418,12.76,14.83,4.334,4.838,10.82,2.982,2.273
TCGA-4Z-AA7O-01,TCGA,Bladder Urothelial Carcinoma,3.014,5.185,11.59,13.87,14.09,6.264,6.459,4.31,7.417,5.716
TCGA-77-A5G6-01,TCGA,Lung Squamous Cell Carcinoma,4.583,7.827,13.9,14.15,12.29,4.789,5.307,6.418,5.239,11.56
GTEX-13N1W-0426-SM-5MR46,GTEX,Nerve,1.109,4.369,12.36,11.83,13.7,1.728,5.291,9.362,0.0,6.161
GTEX-12ZZY-0526-SM-5EQ5H,GTEX,Artery,3.507,1.987,11.8,12.61,11.94,3.072,4.442,7.793,9.605,7.904
GTEX-12ZZY-0011-R6b-SM-5EGLA,GTEX,Brain,2.652,3.158,11.53,11.54,10.52,1.215,4.285,3.957,0.0,5.562
GTEX-O5YV-0226-SM-48TBY,GTEX,Adipose,2.991,4.663,12.47,15.09,9.184,3.898,3.515,7.256,0.0,3.188
TCGA-55-8507-01,TCGA,Lung Adenocarcinoma,8.075,5.462,10.79,13.5,14.39,5.076,5.647,7.574,7.348,8.671
TCGA-DJ-A3UN-01,TCGA,Thyroid Carcinoma,3.07,4.5,12.09,14.01,13.42,4.823,5.391,5.013,1.437,1.943
GTEX-ZDYS-0226-SM-5HL4K,GTEX,Heart,2.657,1.47,11.23,13.21,12.68,3.538,7.119,4.784,0.0,0.0
TCGA-HW-7493-01,TCGA,Brain Lower Grade Glioma,7.107,2.504,13.35,9.331,9.885,3.843,2.504,4.987,0.0,2.809
GTEX-X261-0626-SM-3NMD9,GTEX,Breast,4.536,5.1,12.83,14.8,11.46,3.895,4.215,9.204,0.9449,1.917
GTEX-131YS-0526-SM-5EGKJ,GTEX,Muscle,0.0,2.341,10.64,14.68,11.32,2.827,2.341,3.722,1.6,1.6
TCGA-CC-5261-01,TCGA,Liver Hepatocellular Carcinoma,5.302,10.02,10.98,12.48,12.17,4.772,6.375,5.718,4.54,11.36
TCGA-C5-A2LX-01,TCGA,Cervical & Endocervical Cancer,8.279,8.529,12.63,10.63,12.64,9.608,8.7,8.088,4.247,11.19
TCGA-22-5491-11,TCGA,Lung Squamous Cell Carcinoma,5.844,6.619,12.21,12.88,12.91,6.339,5.515,10.99,2.122,11.38
TCGA-CR-6471-01,TCGA,Head & Neck Squamous Cell Carcinoma,6.384,7.32,13.27,10.8,12.94,7.303,7.269,8.251,4.884,8.954
GTEX-11ZUS-2826-SM-5EQKW,GTEX,Brain,2.438,3.127,8.429,11.51,8.405,2.11,0.0,2.706,0.0,11.13
GTEX-S32W-2026-SM-4AD6E,GTEX,Breast,2.217,8.353,11.91,12.38,10.4,6.209,5.275,7.92,1.78,3.25
TCGA-VM-A8CA-01,TCGA,Brain Lower Grade Glioma,8.537,1.478,11.93,8.857,10.48,2.193,0.9206,3.755,0.0,2.45
TCGA-EW-A6SC-01,TCGA,Breast Invasive Carcinoma,10.43,6.1,9.782,11.55,13.27,5.254,5.445,9.985,5.423,5.801
GTEX-WVLH-0011-R11A-SM-3MJFO,GTEX,Brain,0.8945,0.0,8.464,10.78,7.813,1.443,0.0,1.839,0.0,10.76
TCGA-B0-5699-01,TCGA,Kidney Clear Cell Carcinoma,4.13,4.231,13.29,15.42,13.17,5.677,5.641,1.183,1.183,4.757
GTEX-11UD2-1526-SM-5EQLQ,GTEX,Esophagus,1.384,3.954,11.07,13.38,11.62,0.0,2.544,10.85,2.544,0.0
GTEX-Y8E4-1726-SM-5LU9G,GTEX,Esophagus,5.343,7.139,12.46,12.96,13.64,6.78,6.045,1.937,3.013,8.816
GTEX-147F3-0126-SM-5NQBJ,GTEX,Spleen,9.372,14.76,10.4,12.79,9.85,7.686,8.19,6.221,2.467,3.867
GTEX-13NYB-0011-R10a-SM-5KM43,GTEX,Brain,2.884,2.884,9.736,10.87,8.99,2.533,0.0,3.783,0.0,4.332
GTEX-11UD1-0008-SM-5S2P6,GTEX,Cells,2.655,2.931,12.69,11.97,11.4,1.217,1.217,8.481,1.217,3.833
TCGA-37-5819-01,TCGA,Lung Squamous Cell Carcinoma,3.009,7.256,7.48,11.7,12.07,6.602,6.676,6.433,6.185,8.499
TCGA-DU-7015-01,TCGA,Brain Lower Grade Glioma,4.082,1.02,14.65,8.873,9.967,2.201,2.619,3.429,0.5985,2.619
TCGA-MQ-A4LJ-01,TCGA,Mesothelioma,6.08,7.686,12.63,10.94,12.1,4.396,5.848,9.944,3.639,7.947
TCGA-C5-A1M8-01,TCGA,Cervical & Endocervical Cancer,4.109,0.6082,13.09,11.15,13.43,5.089,4.109,4.274,6.353,9.121
GTEX-13NZA-0526-SM-5L3D7,GTEX,Muscle,2.421,2.421,10.95,15.08,11.01,3.28,0.0,4.977,0.0,1.668
GTEX-NPJ8-0011-R1a-SM-2HMLC,GTEX,Brain,0.0,2.758,10.54,11.83,10.04,3.27,0.0,5.725,1.957,3.27
GTEX-ZA64-1226-SM-5HL7B,GTEX,Small Intestine,5.444,9.207,11.04,13.06,13.52,6.559,6.861,1.904,3.582,10.1
GTEX-X3Y1-0001-SM-4PQYP,GTEX,Cells,11.49,14.81,3.766,11.78,8.534,0.0,6.312,0.0,8.385,1.263
GTEX-117YW-0126-SM-5EGGN,GTEX,Thyroid,3.302,6.839,11.63,15.32,13.34,5.851,7.027,5.979,1.471,2.185
TCGA-C5-A7CJ-01,TCGA,Cervical & Endocervical Cancer,4.859,7.683,13.67,12.56,12.7,7.683,6.374,8.718,5.936,9.165
GTEX-11WQC-0011-R5a-SM-5BC74,GTEX,Brain,3.076,4.291,11.61,11.25,10.56,1.515,3.808,3.988,1.515,1.515
GTEX-WHSB-2326-SM-4M1XK,GTEX,Minor Salivary Gland,3.815,4.246,13.02,11.51,12.95,2.914,5.78,5.903,3.637,4.475
GTEX-NPJ8-0011-R4a-SM-2HML3,GTEX,Brain,2.676,2.2,11.42,10.71,11.39,2.676,1.484,4.246,0.0,3.32
TCGA-22-A5C4-01,TCGA,Lung Squamous Cell Carcinoma,3.891,4.18,13.35,13.35,11.78,5.598,5.729,8.611,5.41,7.024
TCGA-HB-A2OT-01,TCGA,Sarcoma,3.84,1.928,10.21,13.58,7.265,3.611,4.266,10.13,10.53,7.609
TCGA-85-A4CL-01,TCGA,Lung Squamous Cell Carcinoma,4.879,8.473,11.97,11.36,12.86,8.635,8.74,10.83,5.558,8.21
GTEX-145MF-1726-SM-5LU9H,GTEX,Testis,4.152,5.515,11.39,10.65,11.83,7.477,5.031,3.812,5.455,7.212
TCGA-TM-A7C5-01,TCGA,Brain Lower Grade Glioma,6.69,2.238,13.21,10.83,9.772,2.497,1.921,3.076,0.0,1.515
TCGA-EL-A3ZS-11,TCGA,Thyroid Carcinoma,7.305,14.04,9.648,11.5,10.78,11.18,10.18,11.53,7.12,3.159
TCGA-DX-A3UB-01,TCGA,Sarcoma,3.709,2.671,6.589,13.92,10.88,3.979,3.553,5.27,1.228,9.877
GTEX-145ME-1226-SM-5SIB6,GTEX,Ovary,0.0,1.021,11.54,10.42,11.57,2.032,3.36,3.74,0.0,2.62
TCGA-BP-4801-01,TCGA,Kidney Clear Cell Carcinoma,7.948,5.629,13.08,15.71,12.27,3.985,5.335,6.221,6.337,3.168
TCGA-D8-A1XC-01,TCGA,Breast Invasive Carcinoma,4.629,0.7642,6.531,12.86,12.24,0.7642,0.7642,1.924,1.261,0.0
TCGA-DU-8162-01,TCGA,Brain Lower Grade Glioma,7.349,1.992,15.56,10.69,9.659,2.798,1.479,6.787,0.6741,3.128
GTEX-11UD2-1226-SM-5EQMI,GTEX,Esophagus,0.0,3.816,11.39,13.66,11.61,0.0,3.658,12.02,1.295,1.966
TCGA-TM-A84O-01,TCGA,Brain Lower Grade Glioma,2.974,4.087,11.01,10.82,9.655,2.266,1.716,2.017,0.8171,0.8171
TCGA-06-5410-01,TCGA,Glioblastoma Multiforme,6.514,2.08,10.72,12.12,11.09,5.719,5.283,10.56,2.332,1.775
TCGA-DC-6158-01,TCGA,Rectum Adenocarcinoma,6.402,4.33,11.15,11.58,12.46,7.399,6.656,9.707,7.926,10.46
TCGA-FW-A3TU-06,TCGA,Skin Cutaneous Melanoma,5.968,2.45,9.122,9.773,12.95,9.999,6.619,2.858,0.0,6.179
GTEX-13NYS-0726-SM-5J1OR,GTEX,Adipose,2.935,7.257,10.97,13.75,10.51,4.972,5.32,7.628,1.944,2.744
GTEX-W5WG-0926-SM-4RTX9,GTEX,Ovary,0.0,2.046,11.57,10.4,11.48,1.359,2.51,2.046,0.0,2.046
GTEX-1122O-1826-SM-5EGIP,GTEX,Esophagus,3.098,2.818,12.87,10.81,11.84,3.333,4.011,4.819,0.0,3.712
GTEX-146FH-2426-SM-5Q5EW,GTEX,Colon,4.314,8.512,11.13,10.95,11.65,4.711,4.843,6.633,2.594,3.295
TARGET-10-PARPRW-09,TARGET,Acute Lymphoblastic Leukemia,11.07,9.32,0.0,8.909,8.653,6.251,6.047,4.162,0.0,1.171
TCGA-69-8254-01,TCGA,Lung Adenocarcinoma,5.463,9.108,12.44,13.01,13.83,7.495,7.105,8.212,4.322,10.28
GTEX-PLZ4-0126-SM-2S1OG,GTEX,Skin,5.897,2.661,12.91,11.56,13.0,3.543,4.086,4.788,0.0,5.043
TCGA-3T-AA9L-01,TCGA,Thymoma,4.39,9.851,10.78,7.904,8.663,7.146,9.209,2.937,5.384,1.806
GTEX-OIZH-0526-SM-2HMKV,GTEX,Lung,5.857,5.35,12.3,13.26,12.55,5.044,5.602,6.835,1.356,10.27
GTEX-YEC3-1226-SM-5IFI8,GTEX,Adipose,1.158,4.609,12.99,13.17,10.73,4.372,3.266,6.582,1.158,1.158
GTEX-PLZ6-1326-SM-3NB24,GTEX,Adipose,0.8952,2.811,13.34,15.99,9.537,2.811,3.606,5.342,0.0,1.444
TCGA-EM-A3FM-01,TCGA,Thyroid Carcinoma,3.159,2.018,11.53,11.85,14.04,5.279,5.409,3.85,6.443,1.783
GTEX-11EMC-0226-SM-5EGLP,GTEX,Thyroid,2.305,4.98,11.96,15.47,12.75,4.624,5.934,7.098,1.571,0.0
TCGA-GH-A9DA-01,TCGA,Cervical & Endocervical Cancer,8.602,4.688,13.27,12.64,12.88,7.557,6.409,10.79,5.928,9.673
TCGA-TN-A7HL-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.808,9.542,12.22,12.1,12.01,9.532,9.686,7.157,3.75,10.55
TCGA-G9-6363-11,TCGA,Prostate Adenocarcinoma,1.388,6.965,12.22,10.9,12.87,2.792,5.275,3.095,4.563,8.547
TCGA-3B-A9HT-01,TCGA,Sarcoma,7.082,6.86,10.67,13.65,10.02,8.607,9.652,7.414,2.704,2.153
TCGA-AB-2896-03,TCGA,Acute Myeloid Leukemia,5.325,8.062,0.0,6.924,7.318,4.594,6.015,0.0,3.952,0.0
GTEX-Y9LG-0526-SM-4VBRY,GTEX,Lung,3.319,4.063,12.42,12.82,11.69,5.59,4.951,7.963,0.8061,9.273
TCGA-CN-4742-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.888,5.219,13.87,11.44,12.87,6.05,4.543,7.217,3.668,12.64
TARGET-30-PARGKK-01,TARGET,Neuroblastoma,3.998,1.321,8.448,12.91,8.733,3.699,4.553,3.998,1.999,3.086
GTEX-X5EB-0626-SM-46MVQ,GTEX,Heart,3.379,3.917,10.93,12.74,13.14,2.048,7.052,6.311,2.048,0.0
GTEX-139D8-1226-SM-5L3ED,GTEX,Artery,1.256,0.0,11.7,11.78,13.48,1.256,3.422,0.0,0.0,3.222
TCGA-BH-A1FJ-01,TCGA,Breast Invasive Carcinoma,3.008,1.932,6.749,11.45,13.38,2.829,1.525,2.624,4.498,4.044
GTEX-11ZUS-0926-SM-5FQSY,GTEX,Esophagus,3.565,3.887,12.56,11.75,11.81,3.151,3.303,6.502,4.68,4.787
TCGA-FR-A3YO-06,TCGA,Skin Cutaneous Melanoma,3.759,0.0,4.975,11.25,11.74,6.95,5.167,7.886,0.0,4.705
GTEX-13IVO-2426-SM-5K7V9,GTEX,Adipose,2.015,4.412,11.9,13.96,10.18,3.926,4.412,7.404,0.0,4.927
GTEX-QDT8-0011-R6A-SM-32PKI,GTEX,Brain,3.515,2.371,12.14,11.97,11.45,0.7616,3.964,3.829,2.553,1.919
TCGA-DD-AACX-01,TCGA,Liver Hepatocellular Carcinoma,3.957,3.957,10.65,12.52,12.13,3.047,4.952,1.493,0.0,11.43
GTEX-ZT9W-0226-SM-4YCCZ,GTEX,Thyroid,2.194,5.291,11.8,15.29,12.74,4.828,4.41,4.888,2.194,3.397
TCGA-G7-A8LD-01,TCGA,Kidney Papillary Cell Carcinoma,8.05,1.978,12.96,12.05,13.81,3.01,6.149,4.616,0.0,6.113
GTEX-12WSK-0526-SM-5CVNA,GTEX,Heart,1.427,3.477,10.52,13.32,12.6,0.0,8.269,9.168,1.427,3.477
TCGA-DJ-A3UY-01,TCGA,Thyroid Carcinoma,4.898,7.027,12.63,13.17,13.41,5.926,5.385,6.904,4.542,1.895
TCGA-EW-A1PE-01,TCGA,Breast Invasive Carcinoma,6.384,5.942,8.771,12.84,13.63,6.683,5.401,6.152,5.238,8.41
GTEX-WXYG-1126-SM-4ONCH,GTEX,Esophagus,3.829,3.688,13.11,10.53,12.11,1.865,3.357,4.845,0.0,2.927
GTEX-QDVJ-0626-SM-48U1T,GTEX,Artery,1.964,1.964,11.75,11.38,12.43,2.766,4.597,8.725,0.0,2.42
TCGA-69-7979-01,TCGA,Lung Adenocarcinoma,3.968,3.146,12.1,15.03,14.05,5.859,6.019,4.901,1.855,9.1
GTEX-11ONC-2026-SM-5HL61,GTEX,Colon,2.536,3.17,11.98,13.03,11.45,4.644,4.217,9.389,1.378,5.24
TCGA-E2-A1II-01,TCGA,Breast Invasive Carcinoma,6.293,9.104,11.93,11.56,11.58,8.512,8.148,6.233,5.612,3.033
GTEX-RNOR-0011-R3A-SM-5SI8E,GTEX,Brain,1.655,4.004,9.197,10.17,7.991,3.416,1.053,1.655,1.655,3.797
TCGA-S3-AA14-01,TCGA,Breast Invasive Carcinoma,3.492,4.488,10.7,12.14,16.91,6.222,4.809,3.08,6.944,6.681
TCGA-CR-7392-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.033,9.394,14.26,10.8,12.28,8.044,7.016,8.181,5.858,8.622
TCGA-S9-A7R3-01,TCGA,Brain Lower Grade Glioma,8.948,2.608,13.65,9.639,10.18,3.112,0.8872,4.36,0.0,0.8872
TCGA-A8-A09B-01,TCGA,Breast Invasive Carcinoma,6.12,4.869,8.727,11.63,14.01,2.757,4.049,4.237,3.269,3.89
GTEX-ZVE2-1226-SM-5NQ8R,GTEX,Breast,6.099,5.147,12.3,13.06,12.6,5.092,3.961,6.207,4.289,1.867
TCGA-60-2714-01,TCGA,Lung Squamous Cell Carcinoma,4.785,7.155,13.59,14.79,13.67,6.928,9.244,7.089,3.089,4.326
GTEX-13QJC-0011-R7b-SM-5PNUM,GTEX,Brain,3.534,1.467,11.15,11.36,10.76,2.653,3.738,4.869,0.0,1.467
GTEX-12ZZY-1126-SM-5DUWQ,GTEX,Heart,6.809,0.0,11.58,13.17,11.61,3.776,6.011,4.723,0.0,4.077
TCGA-GN-A9SD-06,TCGA,Skin Cutaneous Melanoma,5.324,11.34,7.967,9.965,10.41,9.22,8.236,9.652,8.326,2.515
GTEX-T6MN-2726-SM-4DM77,GTEX,Pituitary,2.122,2.946,9.255,10.49,10.49,4.51,5.583,3.467,1.42,4.281
TCGA-2G-AAFO-01,TCGA,Testicular Germ Cell Tumor,6.177,8.172,9.365,9.608,11.33,7.574,7.7,7.671,4.419,9.11
GTEX-12WSD-3126-SM-5HL7P,GTEX,Brain,2.603,2.958,11.76,12.57,10.19,4.163,1.429,4.811,0.0,4.626
TCGA-AR-A5QP-01,TCGA,Breast Invasive Carcinoma,5.508,6.183,10.63,10.42,13.38,4.288,4.785,6.48,5.488,5.488
TCGA-E2-A15K-06,TCGA,Breast Invasive Carcinoma,5.185,2.457,5.02,12.32,13.93,2.843,2.302,3.398,1.425,1.086
TCGA-NF-A4WX-01,TCGA,Uterine Carcinosarcoma,3.044,1.384,11.83,14.15,14.06,2.329,0.8522,2.181,4.345,5.551
TCGA-DD-AAE0-01,TCGA,Liver Hepatocellular Carcinoma,3.065,3.591,11.12,12.77,12.16,4.839,5.556,2.706,3.352,9.122
TCGA-D9-A6EG-06,TCGA,Skin Cutaneous Melanoma,2.287,0.5705,6.556,10.84,10.03,10.45,1.776,1.296,4.888,5.542
TCGA-E9-A6HE-01,TCGA,Breast Invasive Carcinoma,6.681,3.777,8.282,12.06,14.35,5.338,5.188,4.528,5.265,2.326
TCGA-BR-8291-01,TCGA,Stomach Adenocarcinoma,4.376,8.043,12.69,13.12,12.87,6.81,7.415,9.282,6.231,7.95
TCGA-DD-AADA-01,TCGA,Liver Hepatocellular Carcinoma,3.559,8.879,12.47,12.93,7.643,5.341,5.715,2.2,0.0,10.99
TCGA-TQ-A7RN-01,TCGA,Brain Lower Grade Glioma,4.097,0.6751,15.38,9.982,11.01,2.195,1.994,1.76,0.6751,1.133
GTEX-1399U-0226-SM-5P9J2,GTEX,Adrenal Gland,5.221,0.9493,12.25,11.42,9.3,0.9493,1.923,3.079,0.0,1.923
TCGA-ZM-AA0B-01,TCGA,Testicular Germ Cell Tumor,6.471,12.7,8.57,9.078,11.37,8.985,9.936,8.543,4.772,5.846
TCGA-GL-A9DE-01,TCGA,Kidney Papillary Cell Carcinoma,3.485,2.215,12.03,11.92,13.22,4.089,3.742,2.917,0.0,1.671
TCGA-CJ-5676-11,TCGA,Kidney Clear Cell Carcinoma,3.671,8.184,11.75,12.33,12.96,3.55,4.783,7.258,3.486,1.339
GTEX-11ONC-0011-R1a-SM-57WD4,GTEX,Brain,4.342,3.706,9.998,13.31,9.393,4.342,4.159,6.842,1.77,0.0
TARGET-21-PASTZK-41,TARGET,"Acute Myeloid Leukemia, Induction Failure Subproject",10.85,6.826,0.0,8.377,5.912,4.374,8.878,6.9,1.572,0.0
GTEX-ZV6S-0226-SM-59HJT,GTEX,Thyroid,2.14,4.08,11.84,15.69,12.76,2.967,5.672,4.581,0.0,2.14
GTEX-144GO-2026-SM-5O99P,GTEX,Skin,6.12,1.246,13.86,12.75,12.87,3.581,3.206,4.52,1.246,7.441
TCGA-BH-A0HI-01,TCGA,Breast Invasive Carcinoma,4.098,4.762,8.017,12.32,13.6,4.315,3.951,5.831,5.508,4.82
TCGA-AB-2985-03,TCGA,Acute Myeloid Leukemia,7.126,9.741,4.654,9.898,6.61,6.451,6.513,3.723,3.906,1.826
TCGA-XE-AANI-01,TCGA,Testicular Germ Cell Tumor,4.807,5.19,10.62,11.37,13.35,5.47,5.272,4.569,5.011,8.627
TCGA-ET-A3DT-01,TCGA,Thyroid Carcinoma,3.753,10.02,12.6,12.33,13.49,7.19,8.426,8.778,6.832,0.6729
TARGET-30-PATEKG-01,TARGET,Neuroblastoma,7.573,3.773,11.42,11.49,12.6,7.1,5.673,8.222,1.536,0.0
TCGA-DD-A1EI-01,TCGA,Liver Hepatocellular Carcinoma,2.826,5.534,11.81,12.12,12.86,4.625,5.785,4.911,5.006,10.73
GTEX-11WQC-1726-SM-5GU4W,GTEX,Breast,5.459,4.526,12.62,12.64,12.65,3.83,4.303,7.498,2.106,4.72
GTEX-13X6I-0011-R2b-SM-5PNWQ,GTEX,Brain,2.761,4.592,10.15,9.566,8.921,2.761,4.037,5.502,0.0,5.439
TCGA-MY-A5BF-11,TCGA,Cervical & Endocervical Cancer,4.272,5.746,11.13,11.87,12.22,6.46,6.545,10.64,3.45,6.569
TCGA-E9-A1ND-11,TCGA,Breast Invasive Carcinoma,5.686,4.832,11.76,10.57,12.3,4.396,4.869,6.754,0.8012,3.309
TCGA-BP-4790-01,TCGA,Kidney Clear Cell Carcinoma,7.462,7.099,13.72,15.83,11.7,6.005,7.866,5.447,6.541,4.238
GTEX-13D11-1226-SM-5IFGA,GTEX,Uterus,5.085,3.666,11.16,13.2,11.49,0.0,3.666,2.883,0.0,2.066
TCGA-CZ-5465-11,TCGA,Kidney Clear Cell Carcinoma,4.705,2.331,13.21,11.64,14.1,1.696,1.229,7.769,0.9227,5.288
GTEX-13OW8-2226-SM-5K7Z4,GTEX,Esophagus,3.12,4.99,12.18,11.84,11.47,4.143,5.047,6.08,3.12,4.427
